Name,AddressDetails,Latitude,Longitude
The Queens Arms,"30 Queen's Gate Mews, London",51.4992765,-0.1808443
The Raglan Hotel,"8-12 Queens Avenue, London",51.5919238,-0.1441529
The Railway Tavern,"131 Angel Lane, London",51.5451031,8.80E-05
The Rainbow & Dove,"Hastingwood Road, Hastingwood, Harlow",51.7458245,0.1457806
The Red Lion,"13 Saint Mary's Road, London",51.5080511,-0.3049326
The Red Lion Hotel,"Royal Lane, Hillingdon, Uxbridge",51.5347124,-0.4614959
The Regency Club,"18-21 Queensbury Station Parade, Edgware",51.5941535,-0.2844097
The Royal Oak,"Oak Hill Road, Stapleford",51.62832,0.1825676
The Ruskin Arms Pub & Hotel,"386 High Street North, London",51.5450768,0.0498544
The Ship,"290 Westferry Road, London",51.487816,-0.017816
The Ship Inn,"93 Main Road, Romford",51.5869666,0.2010099
THE SHOP NW10,"75 Chamberlayne Road, London",51.5338142,-0.2186737
The Shoreditch,"145 Shoreditch High Street, London",51.525888,-0.078148
The Slug And Lettuce,"George Ln, London, South Woodford",51.5944903,0.024017
The Social,"5 Little Portland Street, London",51.5173006,-0.1407693
The Speak Easy Bar,"175 High Street, Epping",51.698746,0.1107393
The Stag,"35 Little Park Gardens, Enfield",51.6529129,-0.086482
The Stag,"Brentwood Rd, Ongar",51.6965105,0.246773
The Sterling,"30 Saint Mary Axe, London",51.5144711,-0.0803381
The Sun,"21 Sun Street, Waltham Abbey",51.6866286,-0.0012102
The Sun Public House,"47 London Road, Romford",51.575446,0.176135
The Swan Inn,"Fuller Smith & Turner, Swan Street, Isleworth",51.46894,-0.3241764
The Three Compasses,"99 Dalston Lane, London",51.5482558,-0.0685821
The Three Hammers,"The Ridgeway, Hammers Lane, London",51.621482,-0.233955
The Three Jolly Wheelers,"735 Chigwell Road, Woodford Green",51.6091542,0.0590247
The Tokenhouse,"4 Moorgate, London",51.5152654,-0.0893253
The Tollgate,"High Road, Romford, Greater London",51.572514,0.1413473
The Tommyfield,"185 Kennington Lane, London",51.4886499,-0.1108151
The Torch,"1-5 Bridge Road, Wembley",51.5649156,-0.2773142
The Tower Hotel,"Saint Katharine's Way, London",51.5066203,-0.0727792
The Two Brewers,"57 Lambourne Road, Chigwell",51.621884,0.120074
The Valentine,"27-37 Perth Road, Ilford",51.5755194,0.0681011
The Vault Champagne & Wine Bar,"15 Broadway, Woodford Green",51.608172,0.033431
The Victoria,"10 West Temple Sheen, Richmond",51.4611219,-0.2756216
The Victoria Tavern,"165 Smart's Lane, Loughton",51.648774,0.0509567
The Village Kitchen,"41 Orford Road, London",51.582635,-0.012181
The Walnut Tree,"857-861 High Road Leytonstone, London",51.5698236,0.0128857
The WatersEdge Bar and Restaurant,"Packet Boat Lane, Uxbridge",51.519885,-0.483076
The Wellington Hotel,"81-83 Waterloo Road, London",51.5037243,-0.1114111
The White Bear,"Ickenham Road, Ruislip",51.571883,-0.431216
The William Aylmer,"Aylmer House, Kitson Way, Harlow",51.7711807,0.0917295
The Windmill,"Windmill Drive, London",51.4575463,-0.1442644
The Windsor Castle,"114 Campden Hill Road, London",51.5063152,-0.1986713
The Wishing Well,"10 The Broadway, Greenford",51.5277902,-0.3528785
The Wishing Well,"11 Hall Lane, London",51.616775,-0.018647
The Woodbine Inn,"Honey Lane, Waltham Abbey",51.6786266,0.0424188
The Woodman,"Breakspear Road, Ruislip",51.585595,-0.441246
The Z Hotels Victoria,"The Victoria, SW1W 0NR Royaume Unix,, 5 Lower Belgrave Street, London",51.4956351,-0.1463101
Thistle Euston Hotel,"Cardington Street, London",51.5291423,-0.1372782
Tommy Tucker,"22 Waterford Road, London",51.4788547,-0.1927593
Topgolf Chigwell,"Abridge Road, Chigwell",51.641738,0.096731
Trailer Happiness,"177 Portobello Road, London",51.5149607,-0.2046587
Travellers Friend,"B181, Epping Green, Epping",51.7302637,0.0758697
Twisted Monkey,"Gade House, The Parade, Watford",51.65772,-0.399657
Under the Bridge,"Stamford Bridge, Fulham Road, London",51.4817905,-0.1897857
Visage,"442-444 Cranbrook Road, Ilford",51.576883,0.0677377
Watford Town and Country Club,"Halsey House, Rosslyn Road, Watford",51.6578925,-0.4013567
Wenlock Arms,"26 Wenlock Road, London",51.5314311,-0.0940006
Wheatsheaf,"Crooked Mile, Waltham Abbey",51.6945356,0.0021646
William IV,"816 High Road Leyton, London",51.5747822,-0.011424
Yates's,"Bath Road, Hounslow",51.4685166,-0.3666713
Ye Olde Black Bull,"13 Broadway, London",51.5401757,0.0008807
Ye Olde Rose & Crown,"53-55 Hoe Street, London",51.5877724,-0.0205927
Yi-Ban,"London Regatta Centre, 1010 Dockside Road, London",51.5076845,0.0412743
Zigfrid von Underbelly,"11 Hoxton Square, London",51.5280281,-0.0817924
Zoo Bar & Club,"13-17 Bear Street, Leicester Square, London",51.510896,-0.129072
Dorsett Shepherds Bush London,"58 Shepherd's Bush Green, London",51.5039578,-0.2247151
IC-ImageMaker,"10 ammonite house, London",51.541938,0.010893
The Football Academy Ltd,"Sports Pavilion, Langston Road, Loughton",51.648303,0.092675
CycleLab & JuiceBar,"16B-18A Pitfield Street, London",51.527156,-0.0835231
Micycle,"47 Barnsbury Street, London",51.5407917,-0.1057951
Books For Cooks,"4 Blenheim Crescent, London",51.5159241,-0.205429
Saklatvala Hall,"22 Dominion Road, Southall",51.5028203,-0.3829159
All Star Lanes,"6 Porchester Gardens, London",51.513881,-0.1882634
All Star Lanes,"95 Brick Lane, London",51.521795,-0.07184
All Star Lanes Westfield Stratford City,"Westfield Stratford City, 2, London",51.5432095,-0.0076885
D & F Party Limited,"Unit 25 Walthamstow Business Centre, Clifford Road, London",51.5922127,-0.0068779
Lava Lanes,"16 Church Road, Stanmore",51.6174,-0.311868
Namco Funscape,"The Brewery, Waterloo Road, Romford",51.5756871,0.1798467
Tenpin Acton,"Royale Leisure Park, Western Avenue, London",51.524645,-0.2809602
@smoothies,"250 High Road Leyton, London, Leyton",51.5592188,-0.0075669
Abbey Point Cafe and B&B,"300-302 Twyford Abbey Road, London",51.5349775,-0.2753256
Abridge Cafe + Deli,"Market Place, Abridge, Romford",51.651169,0.117801
Ace Cafe London,"Ace Corner, North Circular Road, London",51.5412794,-0.2777662
Al Panini Cafe,"58 Broadway, London",51.510558,-0.322479
Al Sultan Restaurant & Cafe,"229 Edgware Road, London",51.5880629,-0.2525
Albion,"2-4 Boundary Street, London",51.5245372,-0.076363
Allpress Espresso Bar,"58 Redchurch Street, Shoreditch",51.5244194,-0.0743493
Amorino,"41 Old Compton Street, London",51.5127812,-0.1321107
Amouage,"32-34 Cricklewood Broadway, London",51.5532636,-0.2110718
Apollo Cafe,"42 Sun Street, Waltham Abbey",51.6868613,0.0001826
Apostrophe,"19 Baker Street, London",51.5175194,-0.1556787
Apostrophe,"10 Grosvenor Street, London",51.5121138,-0.1458047
Arabic Courses,"437-443 High Road Leyton, London",51.563499,-0.011081
Art 4 Fun,"172 West End Lane, London",51.5491582,-0.1911252
Avo Hotel Dalston,"82 Dalston Lane, Hackney",51.5460628,-0.0700817
Barracuda,"45 The Parade, Watford",51.6576237,-0.3990511
Basrah Lounge,"165 Dukes Road, London",51.5239414,-0.2825479
BB's Coffee and Muffins,"Unit 80 Harvey Centre, Harlow",51.7691427,0.0924588
BeaÉ??s of Bloomsbury,"83 Watling Street, London",51.5133677,-0.0955202
Bedford Hotel,"83- 93 Southampton Row, London",51.5207355,-0.123571
Belgique,"29 Cambridge Park, London",51.574948,0.026253
Belgique Cafe and Patisserie in Chingford,"52-54 Station Road, London",51.6321966,0.0058087
Belgique Cafe and Patisserie in Epping,"242 High Street, Epping",51.7008125,0.1140709
Belgique Cafe and Patisserie in Loughton,"200 High Road, Loughton",51.647311,0.054784
Belgique Cafe and Patisserie in South Woodford,"253 High Rd, London",51.6003679,0.0196819
Belgique Cafe and Patisserie in Theydon Bois,"14 Forest Drive, Theydon Bois",51.672055,0.101581
Belgique Cafe and Patisserie in Woodford Green,"11 The Broadway, London",51.6079617,0.0334775
Bengal Spice,"245 West End Lane, London",51.5497318,-0.1916598
Benugo,"14 Curzon Street, London",51.5068862,-0.1472094
Benugo,"23-25 Great Portland Street, London",51.5165676,-0.1412787
Betty Blythe,"73 Blythe Road, London",51.4975888,-0.2175861
Billams Sandwich Bar Cafe,"9B Market Square, Waltham Abbey",51.6866248,-0.0024367
Bites,"Regents Park Road, London, Finchley Central",51.6009722,-0.1939138
Black Cat Cafe,"76 Clarence Road, London",51.5513364,-0.0555392
Blue River Cafe,"6 Clements Road, Ilford",51.5581316,0.0716267
Blue Zenzer Cafe Bar Restaurant,"Playgolf Northwick Park, 280 Watford Road, Harrow",51.5721555,-0.322997
Bluebird Chelsea,"350 King's Road, London",51.4849911,-0.1754714
Bom Pecado,"865 Lea Bridge Road, London",51.5808538,-0.0016102
Brasserie Z??del,"20 Sherwood Street, London",51.510518,-0.135461
Bunters Restaurant,"154 High Street, London",51.5837297,-0.0248736
Butlers Retreat,"12 Ranger's Road, London",51.6344112,0.0175134
Caf?? 1001,"91 Brick Lane, London",51.5209249,-0.0720189
Cafe Anglais,"1-2 Sheaveshill Avenue, London",51.588001,-0.2517669
Cafe At 48,"48 Upton Lane, London",51.544844,0.0259389
Cafe Creperie,"26 James Street, London",51.5151093,-0.1505412
Cafe Elite,"4 The Rows, Harlow",51.7712299,0.0926371
Cafe Grove,"65 The Grove, London",51.5109806,-0.301759
Cafe La Divina,"134 Upper Street, London",51.5392687,-0.1025622
Cafe Mio,"85 High Street, Epping",51.6974096,0.1088725
Cafe On The Lane,"180-182 George Lane, London",51.5943882,0.0241623
Cafe OTO,"18-22 Ashwin Street, London",51.5469127,-0.0746156
Cafe Phillies,"2A Phillimore Gardens, London",51.4998289,-0.1976349
Cafe Plum,"17 Crisp Road, London",51.4886725,-0.2271865
Cafe Rouge,"10 High Street, Ruislip",51.5765527,-0.4270773
Cafe Rouge,"13a, 13 High Street, Pinner",51.5940936,-0.3815375
Cafe Rouge,"85 Strand-On-The-Green, London",51.4873282,-0.2846801
Cafe Rouge,"Unit 4, Quayside Road, St Katharine Docks, London",51.508228,-0.072843
Cafe Rouge,"179-181 High Road, Loughton",51.6453051,0.0532352
Cafe Tarte,"270 Kensington High Street, London",51.4987088,-0.2007955
CAFE VIVALDI,"117 Station Road, London",51.6324467,0.0073737
Cafelicious,"57 The Broadway, Loughton",51.6479368,0.0837873
Caff?? Nero,"St Ann's Shopping Centre, 27 Saint John's Road, Harrow",51.5811242,-0.3352072
Caff?? Nero,"51 New Broadway, London",51.5127161,-0.3071021
Caff?? Nero,"67-70 Station Road, Edgware",51.613149,-0.2769555
Caff?? Nero,"103 Shenley Road, Borehamwood",51.6561076,-0.2756
Caff?? Nero,"386 Chiswick High Road, London",51.4927139,-0.2647952
Caff?? Nero,"23-25 Golders Green Road, London",51.5719205,-0.1968572
Caff?? Nero,"65 Station Road, Chingford",51.6315989,0.0048693
Caff?? Nero,"233 High Road, Loughton",51.6475336,0.055563
Caff?? Nero,"271 High Street, Epping",51.700394,0.1129159
Caffe Caldesi,"118 Marylebone Lane, London",51.5181711,-0.1507863
Caffe Nero,"1 Hampstead High Street, London",51.5554151,-0.1744544
Cakes & Shakes,"587 Cranbrook Road, Ilford",51.5772001,0.0677671
Camden Garden Centre,"2 Barker Drive, St Pancras Way, London",51.540676,-0.134925
Canteen Caffe,"3 Cawley Hatch, Harlow",51.7669008,0.0660163
Caravan King's Cross,"1 Granary Square, London",51.5357972,-0.1253165
CARLTON LONDON CAFE,"38 Chigwell Lane, Loughton",51.644069,0.0823331
CHICCHI,"516 Roman Road, London",51.5323484,-0.0318451
Choccywoccydoodah London Shop,"30-32 Foubert's Place, London",51.5138055,-0.1387748
Claridge's,"Mayfair, Brook St, London",51.5125774,-0.1477617
Climpson and Sons Cafe,"67 Broadway Market, London",51.5374518,-0.0612907
Coffee Cup,"74 Hampstead High Street, London",51.5558063,-0.1771751
Coffee Republic,"215 High Road, Ilford",51.5596434,0.0757466
Comedy Cafe,"68 Rivington Street, London",51.5262193,-0.0794846
Costa,"8, Northwood, Middlesex",51.6116614,-0.4251668
Costa,"100-102 High Street, Ruislip",51.5741176,-0.4245487
Costa,"Unit 6, LOMBARDY RETAIL PARK, Coldharbour Lane, Hayes",51.516698,-0.403603
Costa,"153 Field End Road, Pinner",51.5784865,-0.3991637
Costa,"63-65 College Road, Harrow",51.579944,-0.3366278
Costa,"437 Uxbridge Road, London",51.5099697,-0.2875191
Costa,"108-110 Edgware Road, London",51.5159201,-0.1638328
Costa,"Unit 13, Charing Cross Station, Station Concourse, London",51.5080375,-0.1253127
Costa,"46 Cowcross Street, London",51.5200248,-0.1052254
Costa,"Eldon Street, London",51.518602,-0.0852942
Costa Coffee,"51-52 High Street, Uxbridge",51.5465038,-0.4801487
Costa Coffee,"19 Queen's Road, Watford",51.6563085,-0.3949255
Costa Coffee,"37 High Street, Watford",51.6540015,-0.3938837
Costa Coffee,"241 High Street, Hounslow",51.4682691,-0.3641172
Costa Coffee,"Unit 14, Westway Cross Retail Park, 1000 Greenford Road, Greenford",51.5426931,-0.3394846
Costa Coffee,"50 London Road, Twickenham",51.4476616,-0.3284781
Costa Coffee,"Watford Rd, Harrow",51.575557,-0.3223125
Costa Coffee,"Ealing Broadway Station, New Broadway, London",51.5126754,-0.3043771
Costa Coffee,"6, The Street, London",51.5126244,-0.3042815
Costa Coffee,"Borehamwood Retail Park, Shenley Road, Borehamwood",51.6565048,-0.2771838
Costa Coffee,"The Broadwalk Shopping Centre, Edgware",51.6126677,-0.2754525
Costa Coffee,"389 Upper Richmond Road West, Sheen, London",51.4643621,-0.2679557
Costa Coffee,"24B, Hammersmith Broadway, London",51.4919074,-0.2241366
Costa Coffee,"Westfield London Shopping Centre, Ariel Way, London",51.5078762,-0.2235346
Costa Coffee,"11-13 Golders Green Road, London",51.5717769,-0.1960793
Costa Coffee,"198 Earls Court Road, London",51.4927315,-0.1940398
Costa Coffee,"73 Kilburn High Road, London",51.5375791,-0.1932721
Costa Coffee,"203 West Hampstead Mews, London",51.547849,-0.1912139
Costa Coffee,"210 Haverstock Hill, London",51.5510173,-0.1653073
Costa Coffee,"55 Baker Street, London",51.5189256,-0.1563294
Costa Coffee,"181 Camden High Street, London, Primrose Hill",51.53863,-0.1426455
Costa Coffee,"15 Regent Street, London",51.5086931,-0.1340999
Costa Coffee,"Unit 5, 311-318 High Holborn, London",51.5181647,-0.1129876
Costa Coffee,"134-138 Borough High St, London",51.5025199,-0.0923941
Costa Coffee,"Palace Gardens, Enfield Town, Enfield",51.6511523,-0.0840199
Costa Coffee,"288 High Street, Enfield",51.6477205,-0.0478881
Costa Coffee,"Leytonstone Tesco, Gainsborough Road, London",51.5715808,0.0133878
Costa Coffee,"1 Western Gateway, London",51.5080101,0.0294031
Costa Coffee,"Studley Dr, Ilford",51.5758762,0.0467227
Costa Coffee,"230 High Road, Loughton",51.6482846,0.0557618
Costa Coffee,"Woolwich New Rd, London",51.49029,0.069363
Costa Coffee,The Mall Exchange Shopping Centre,51.5591646,0.0726082
Costa Coffee,"35 Broad Walk, Harlow",51.769689,0.0946997
Costa Coffee,"189 High Street, Epping",51.6991222,0.1110574
Costa Coffee,"140-148 Collier Row Road, Romford",51.5979896,0.1557039
Costa Coffee,"83 South Street, Romford",51.5765362,0.1824344
Costa Coffee,"Bryant Ave, Romford",51.5932333,0.2180552
Costa Coffee Buckhurst Hill,"48 Queen's Road, Buckhurst Hill",51.625238,0.044141
County Hotel,"8-11 Upper Woburn Place, London",51.5263893,-0.1295179
CRATE Brewery & Pizzeria,"7, Queen's Yard, London",51.542905,-0.022219
Creams Southall,"154 The Broadway, Southall",51.5123443,-0.3830345
Creative Biscuit,"61 George Lane, London",51.5914802,0.0285263
Crystal Cafe,"44 Chingford Mount Road, London",51.6097041,-0.0173803
Dada Cafe,"Station Road, Epping",51.6978481,0.1106831
Daisy's in the Park,"Pinner Memorial Park, Pinner",51.592415,-0.386643
Danlee Catering,"The Business Innovation Centre, 1 Electric Avenue, Enfield",51.674554,-0.022126
Dannys Pie & Mash,"100 High Street, Ilford",51.591167,0.0830784
Daylesford Notting Hill W11,"208-212 Westbourne Grove, London",51.5145345,-0.2004594
Delisserie,"88 The Broadway, London",51.6157215,-0.2448342
Department of Coffee and Social Affairs,"3 Lowndes Court, London",51.5135825,-0.1389791
Dishoom,"12 Upper St Martin's Lane, London",51.5124413,-0.1268335
Dom's Place,"199 Lower Clapton Road, London, Clapton",51.5564118,-0.0557841
E5 Bakehouse,"395, Mentmore Terrace, London",51.541219,-0.0575974
EAT,"1 Stratford Place, Westfield Stratford City, London",51.5429338,-0.0045737
EAT - Canary Wharf,"Unit 1, Canada Place, Canary Wharf, London",51.5050177,-0.0189698
EAT - St Mary Axe,"Exchequer Court, 33 Saint Mary Axe, London",51.515105,-0.0804885
Embankment Cafe,"Victoria Gardens, 25 Victoria Embankment, London",51.5084096,-0.1211808
Epsilon Hotel,"27A Romford Road, Stratford, London",51.542436,0.0066774
Esquires Coffee,"Unit 12, St. Georges Shopping Centre, St. Ann's Way, Harrow",51.5814461,-0.3393209
Esquires Coffee Houses Harlow,"5a, Civic Walk, Harlow",51.7677372,0.0949824
Ffiona's,"51 Kensington Church Street, London",51.5040798,-0.1927753
Flynn's Bar & Diner Ealing,"128 Broadway, London",51.5099826,-0.3265996
Fratelli Deli Cafe,"23 The Broadway, London",51.6144179,-0.2483424
Fred and Dougs,"148 High Street, Epping",51.6986596,0.1112389
Freshwaters,"38 The Broadway, Loughton",51.6474842,0.0835446
Friends Coffee House,"749 Barking Road, Newham, London",51.5303304,0.0376225
GAIL's Artisan Bakery,"282-284 Chiswick High Road, London",51.4926121,-0.2599171
Gana Cafe,"24 Ealing Road, Wembley",51.5512113,-0.2989332
Gelato Mio,"138 Saint John's Wood High Street, London",51.533862,-0.1709367
Gerry's Kitchen,"2, Gerry Raffles Square, London",51.542758,0.000451
Green Owl Cafe and Deli Buckhurst Hill,"44 Queen's Road, Buckhurst Hill",51.6251814,0.0442689
H R Higgins (Coffee-Man) Ltd,"79 Duke Street, London",51.5131115,-0.1506704
Happy Grow Garden Centre,"Thornwood Common, High Road, Thornwood, Epping, Essex",51.692369,0.0960103
Harris + Hoole,"The Market House, High Street, Uxbridge",51.546099,-0.4795471
Hazev Canary Wharf,"Discovery Dock West, 2 South Quay Square, London",51.5014878,-0.0191633
Hornbeam Community Cafe & Environment Centre,"458 Hoe Street, London",51.5760384,-0.0150414
Indulge,"209-211 Marsh Road, Pinner",51.5924206,-0.3822764
Iver Flowerland Garden Centre,Norwood Lane,51.5294775,-0.5175753
Jenny's,"12 Terminus Street, Harlow",51.7707581,0.0951811
Johnston's,"626 Lea Bridge Road, London",51.5755598,-0.0124243
K T Colombo Taste,"5 Bilton Road, Greenford",51.5392412,-0.3062921
Kavah,"73 New Broadway, London",51.5125574,-0.3081543
Ken's Cafe,"467 Green Street, Newham, London",51.5332974,0.0365711
Kenton Lane Caf??,"237 Kenton Lane, Harrow",51.5960356,-0.3128631
Kitchen & Pantry,"216-218 Chiswick High Road, London",51.4927645,-0.2573634
Kwik-IT Catering,"244 Ruislip Road, London, Greenford",51.532536,-0.3683021
Lancaster Hall Hotel,"35 Craven Terrace, London",51.5131819,-0.179183
Latchett Evangelical Church,"Latchett Road, Woodford, South Woodford",51.5963222,0.0330978
Latton Coffee Stop,"Latton Bush Business Centre, Harlow",51.753107,0.10762
Le D??lice,"114 Hoe Street, London",51.5880663,-0.0208685
Lemongrass Kitchen,"Unit 5 South Quay Plaza, 185 Marsh Wall, London",51.5003841,-0.0173211
LEON,"S3, Brent Cross Shopping Centre, London",51.576844,-0.224033
L'Escargot Restaurant,"48 Greek Street, London",51.5139794,-0.1309288
Log Cabin,"47 London Road, Abridge, Romford",51.6497095,0.1162846
Londek Cafe,"198 The Grove, London",51.5453278,0.0043707
London Lodge Hotel,"134-136 Lexham Gardens, London",51.4956454,-0.1950566
London Street Brasserie,"Hotel Indigo, 16 London Street, London",51.5151948,-0.1740799
Look mum no hands!,"49 Old Street, London",51.524168,-0.096889
Lowry & Baker,"339 Portobello Road, London",51.521271,-0.210328
Manicomio Gutter Lane,"6 Gutter Lane, London",51.5154948,-0.0953674
Manon Cafe,"110 Fleet Street, London",51.5142786,-0.1050636
Mario's Cafe,"30 Sterling Way, Silver Street, London",51.6145552,-0.0661471
Market Cafe,"151 High Street, London",51.5835338,-0.0262504
Mediterranean Cafe & Sandwich Bar,"681 Romford Road, London",51.5506116,0.0468828
Meds,"37 Burdett Road, London",51.522864,-0.0339749
Millfield Arts Centre,"Silver Street, London",51.6163893,-0.0814628
Miss Ellie's Subs - Barking Station,"7 Station Parade, Barking",51.538359,0.0797666
Moiety Lounge,"273 Pinner Road, Harrow",51.5828149,-0.3540516
Molens Cafe and Brasserie,"209D High Road, Loughton",51.6468271,0.0546967
Momtaz Shisha Cafe,"831 Uxbridge Road, Hayes",51.5258404,-0.4370668
Monmouth,"2 Park Street, London",51.5055063,-0.091462
Moroccan Gardens,"73 Belgrave Road, Ilford",51.5624579,0.0636614
Morrisons,"299 Uxbridge Road, Hatch End, London",51.6080712,-0.3648589
Morrisons,"Trident Point, 19 Pinner Road, Harrow",51.5804484,-0.3425573
Morrisons,"King Street, London",51.508449,-0.273065
Morrisons,"15 The Grove, London",51.543094,0.005031
Morrisons,"Wood Lane, Beacontree Heath, Dagenham",51.559434,0.14843
Morty & Bob's,"Second Floor, Netil House, 1 Westgate Street, Hackney, London",51.537582,-0.057783
Myddelton House Gardens,Bulls Cross,51.674617,-0.059891
New Market Cafe,"9 The Rows, Harlow",51.7710127,0.0927324
Newens The Original Maids of Honour,"288 Kew Road, Richmond",51.4808019,-0.2884071
Nordic Bakery,"37B New Cavendish Street, London",51.519104,-0.149564
Obic?ˇ,"35 Bank Street, London",51.5026733,-0.0201677
OKO Shisha Lounge,"361 Ley Street, Ilford",51.564901,0.083177
Orange Tree Pub & Kitchen - Romford,"Havering-atte-Bower, Romford",51.6136928,0.1809985
P & H Pancakehouse,"64 Chingford Mount Road, London",51.610347,-0.017693
Papas Cappuccino Bar,"65 Harvey Centre Approach, Harlow",51.7690345,0.0930869
Paper Dress Vintage,"352 Mare Street, London",51.5473728,-0.0545754
Park Lounge,"The Milestone Hotel, 1-2 Kensington Court, London",51.5020032,-0.1866611
Parlour,"5 Regent Street, London",51.5287216,-0.2166506
Patisserie Valerie,"27 Kensington Church Street, London",51.5034117,-0.1918981
Patisserie Valerie,"215 Brompton Road, London",51.4972398,-0.1675012
Patisserie Valerie,"15, York House, Great Cumberland Place, London",51.5142666,-0.1595882
Patisserie Valerie,"Spitalfields Arts Market, 37 Brushfield Street, London",51.5191887,-0.0774749
Pembroke Lodge,"Richmond Park, Richmond",51.442481,-0.294449
Peppercorn,"14 Empire Way, Wembley Park",51.5611776,-0.2828233
Phillers Sandwich Bar,"1 Acorn Mews, Harlow",51.757362,0.114335
Piccola Italia Ealing,"21 The Green, London",51.5107313,-0.3052534
Pie,"122 High Road, Loughton",51.6448278,0.0521929
Pinks Cafe Bar,"20/21 Wych Elm, Harlow",51.7719998,0.0903343
Pinto Thai Kitchen,"46 High Street, London",51.5067856,-0.2660822
Planet Organic,"10 Devonshire Square, London",51.5167334,-0.0785046
Popiandy's Cafe Restauarnt,"The Pavillions, 20-21 Market Square, Uxbridge",51.5473878,-0.4813328
Popins Restaurant,"1 Western Road, Romford",51.5767264,0.1828948
Poppy's Cafe,"309 High Street, Epping",51.7009442,0.1138199
Pret A Manger,"7 West Ferry, Canary Wharf",51.5061033,-0.0257374
PROFESSIONAL UK LTD,"1 Court Parade, East Lane, Wembley",51.562231,-0.318517
Provender Cafe Bistro,"17 High Street, London, Wanstead",51.5797632,0.0241173
PUMPKIN CAFE,"110 Fortune Green Road, London",51.5553487,-0.1965166
Rainforest Cafe,"20 Shaftesbury Avenue, London",51.510856,-0.133633
Red Lounge,"14 Roding Lane South, Ilford",51.5773664,0.0452343
Red Onion Cafe,"95 High Street, Ruislip",51.5739058,-0.4237664
Rose Hill Cafe,"272 Higham Hill Road, London",51.5955876,-0.034801
Rowans,"135-137 High Street, Ilford",51.5922649,0.0835838
Royal Court Bar&Kitchen,"Royal Court Theatre, 50-51 Sloane Square, London",51.4925597,-0.1565561
Royal National Hotel,"38-51 Bedford Way, Russell Square, London",51.5237171,-0.1271337
Royal Oak,"219 Kings Head Hill, London",51.6350005,-0.0110281
San Marino Coffee,"668 High Road Leytonstone, London",51.5686288,0.0114344
Scandinavian Kitchen,"61 Great Titchfield Street, London",51.5187901,-0.1408183
Scoffs Sandwich Bar,"17 Station Road, London",51.631022,0.002578
Simply Scrumptious,"9 Flask Walk, London",51.556606,-0.1776516
Smith's Garden Centre,"95 Oxford Road, London",51.555581,-0.491133
Smollensky's,"1 Reuters Plaza, London",51.504159,-0.019506
Snakes & Ladders,"Syon Park, London Road, Brentford",51.480465,-0.31032
Snowflake Luxury Gelato,"43 Westbourne Grove, London",51.515482,-0.1902424
Soho Joe,"22-25 Dean Street, London",51.5142196,-0.1327779
Soul Stop Cafe,"154 George Lane, London",51.5935955,0.0250559
south park cafe,"153 Green Lane, Ilford",51.5590213,0.0900497
Squires Cafe & African Restaurant,"6 Beckton Road, London",51.5177464,0.0135537
Squires Garden Centre,"Common Road, Stanmore",51.6223817,-0.3458248
Sri Nam,"10 Cabot Square, London",51.5057311,-0.0218094
St John's Smith Square,"Smith Square, London",51.4959479,-0.127063
Staples Cafe,"7 Adrian Avenue, London",51.5723452,-0.2309599
Starbucks,"Unit, 201 High Street, Uxbridge",51.5458691,-0.4783658
Starbucks,"19-21 High Street, Pinner, London",51.5941592,-0.3812222
Starbucks,"Saint Anns Shopping Centre, Saint John's Road, Harrow",51.5813015,-0.3386693
Starbucks,"81-, 83 Station Road, London",51.613278,-0.2768316
Starbucks,"200 Hammersmith Road, London",51.4931702,-0.2216308
Starbucks,"25A Kensington High Street, London",51.5022733,-0.1885483
Starbucks,"17-, 35 Gloucester Road, London",51.4980432,-0.1834656
Starbucks,"22-23 Princes Street, London",51.5143859,-0.1425628
Starbucks,"11+12, Jubilee Place, London",51.5031054,-0.0187527
Starbucks,"46 Broadway, London",51.5411414,0.0011798
Starbucks,"199 High Street, Epping",51.6993285,0.1112523
Starbucks Coffee,"Sheraton Skyline Hotel, A4 Bath Road, Hayes",51.4814239,-0.436615
Starbucks Coffee,"Harlequin Centre The Harlequin Shopping Centre, Watford",51.6551794,-0.3934135
Starbucks Coffee,"227 Portobello Road, London",51.5168271,-0.205942
Starbucks Coffee,"76-78 Holland Park Avenue, London",51.5072826,-0.2057479
Starbucks Coffee,"7-, 9 Golders Green Road, London",51.5717633,-0.1959318
Starbucks Coffee,"186 Earls Court Road, London",51.4930306,-0.1944465
Starbucks Coffee,"201A West End Lane, London",51.5477447,-0.1911987
Starbucks Coffee,"7 Church Street, Enfield",51.6522817,-0.0834371
Starbucks Coffee,"Black Lion House, 45 Whitechapel Road, London",51.5170265,-0.0680942
Starbucks Coffee,"56A - 58 High Street, London",51.5761745,0.0274205
Starbucks Coffee,"1-15 The Brewery, Romford",51.5762642,0.1811735
Station Cafe,"795 London Road, Hounslow",51.4707694,-0.3536811
Steve's Breakfast Box,"3 Britannia Road, Waltham Cross",51.6842751,-0.0235857
Sudbury Cafe,"20 Watford Road, London",51.5564968,-0.3168255
Sugar Mill Desserts,"3 Lakeside Way, Wembley",51.5577601,-0.2848067
Sunshine Cafe,"397 Northolt Road, Harrow",51.5604819,-0.3581057
Take a Break,"244 Oxlow La, Dagenham",51.551038,0.15482
TAP Coffee No.114,"114 Tottenham Court Road, London",51.523307,-0.137212
